Gene.Symbol	p7Ct1B	p7KO1B	p7Ct2	p7KO2	p7Ct1	p7KO1
Add3	11.91445413	11.85040561	11.72993246	11.73152621	11.92527789	11.77135199
Adh1	8.533901051	8.756578154	8.978821588	9.648742681	8.580186589	8.831537981
Adh4	7.668903584	7.676136752	7.667008568	7.727341232	7.628027913	7.719825582
Adh5	10.4484752	10.46762953	10.44099906	10.27192611	10.49761434	10.37159398
Adh6-ps1	7.739097732	7.804284021	7.719437464	7.800777112	7.751828638	7.790826635
Adh6a	7.697452966	7.71541431	7.786671373	7.806527278	7.730673523	7.774996843
Adh6b	7.795108829	7.921289569	7.844722578	8.07406876	7.798853324	7.760070653
Adh7	7.851219744	7.900211875	7.821894168	8.010238282	7.721022473	7.89036942
Adhfe1	7.952539588	8.140102138	7.942599344	8.432516613	7.982125262	8.016463673
Adi1	9.358636612	9.091788561	9.319357863	9.420398601	9.223193423	9.029441369
Adipoq	9.806658452	10.806091	11.13582802	12.67132725	9.731217182	10.82521922
Adipor1	11.53418045	11.38402057	11.74120511	11.3888231	11.61336816	11.43371423
Adipor2	10.89343837	10.82718979	11.08626263	11.24207591	10.98717416	10.76316301
Adk	10.72613777	10.77133071	10.4785418	10.46667231	10.62627279	10.57141741
Adm	7.905025199	7.911099459	7.943105433	7.949503638	7.903872948	7.937558485
Adm2	7.856809423	7.777689404	7.773763722	7.730673523	7.848353308	7.894414319
Adnp	11.86831941	11.97374726	11.65624675	11.61336816	11.91762916	11.8626635
Ado	7.958750191	8.049574714	8.085705097	7.889841128	8.07532566	8.042479507
Adora1	7.800953543	8.135189677	7.940844465	9.374227773	7.781085759	8.066686984
Adora2a	7.867039149	7.834556043	7.862425757	7.888246444	7.829215581	7.830043886
Adora2b	8.730498937	8.68164324	8.715597586	8.659531006	8.733810436	8.70558887
Adora3	7.658005258	7.686293153	7.732390237	7.772807649	7.699759229	7.702576296
Adpgk	9.010326288	9.163895072	9.087682501	9.090982527	9.031469515	9.115203566
Adprh	10.97921994	11.06017704	11.29977666	11.45980114	11.00280532	11.13389487
Adprhl1	7.889841128	7.943065524	7.856179783	8.365029459	7.925601395	8.059458775
Adprhl2	7.913236273	7.963468525	8.004016411	7.986770967	7.949065442	7.935966048
Adra1a	7.843727284	7.812891736	7.772165281	7.758392533	7.788809518	7.746108819
Adra1b	7.676189638	7.721807629	7.73012983	7.770562712	7.659398829	7.660696634
Adra1d	7.742352185	7.708111284	7.777532936	7.730673523	7.74279993	7.839087929
Adra2a	9.497279446	9.592352397	9.534764434	9.253907456	9.513677281	9.616453258
Adra2b	7.715185674	7.723290183	7.628785192	7.618841475	7.651629797	7.572130255
Adra2c	7.912738728	7.969993279	7.922593714	7.82581892	7.847763239	7.898271825
Adrb1	7.596628077	7.668097438	7.596351454	7.619867001	7.648000445	7.618139947
Adrb2	8.822658065	8.807672895	8.758636184	8.9607105	8.756024875	8.76144048
Adrb3	7.924312716	7.963468525	7.961230137	7.934638046	7.951975284	7.96141247
Adrbk1	9.838436065	9.844493258	10.09385455	10.12143494	9.785911816	9.815808992
Adrbk2	8.522328811	8.429243241	8.44721088	8.625734972	8.457351471	8.416124887
Adrm1	9.435723609	9.567102173	9.529590704	9.688606319	9.463809104	9.516142144
Adsl	8.878158032	8.838248497	8.697329659	9.215270516	8.848915295	8.855445687
Adss	9.004881865	9.001227634	8.690983528	8.736476828	9.183712424	8.933778008
Adssl1	9.01172458	9.64505474	9.188611638	11.69169194	8.98188285	9.645269472
Aebp1	10.82521922	10.95368489	11.03781627	11.07926674	10.73768367	10.78190571
Aebp2	10.73219862	10.84559085	10.54024152	10.40970389	10.76453693	10.79402111
Aen	7.800303494	7.845315434	7.853561924	7.761616303	7.786671373	7.685121839
Aes	9.742963759	9.781152787	10.05526253	10.39989033	9.600216208	9.770913995
Afap1	7.839134819	7.853523912	7.916552397	7.857576046	7.853114854	7.893924646
Afap1l1	8.287779681	8.285639833	8.44310258	8.742189962	8.195961083	8.33746504
Afap1l2	7.811329844	7.750708636	7.866110329	7.805120557	7.8213409	7.803026777
Aff1	9.217697734	9.169710958	9.337220129	9.120074194	9.263048882	9.187056312
Aff2	7.88488271	7.840589616	7.887991952	7.884425752	7.843326017	7.871018423
Aff4	8.584771628	8.543445359	8.510686087	8.727927435	8.615238977	8.621582666
Afg3l1	8.819157927	8.927480703	8.938686859	8.86307881	8.807050846	8.911513458
Afg3l2	8.337930416	8.35763618	8.439314917	8.409249892	8.419391579	8.403823563
Afm	7.576767442	7.628559826	7.572656346	7.661060259	7.652773038	7.593822038
Afmid	8.260095924	8.200587909	8.168544082	8.238486677	8.181484853	8.180761485
Afp	7.638906238	7.670659218	7.654895518	7.650809276	7.674349187	7.693584886
Aftph	10.49661419	10.69930494	10.40424111	10.23023067	10.55524532	10.57287294
Aga	7.799278164	7.744440815	7.84627794	7.749647017	7.778573473	7.769664591
Agap1	10.01042883	10.01812759	10.11629459	9.794460947	10.05140951	9.992802106
Agbl1	7.724835021	7.783637062	7.736891047	7.781933183	7.791289573	7.698653503
Agbl2	7.818029682	7.792890882	7.798671789	7.714725133	7.845093074	7.758287833
Agbl4	7.626563768	7.658107771	7.686953727	7.709698201	7.690175431	7.655012756
Ager	8.258574373	8.140102138	8.270232641	8.135226441	8.292439051	8.230662223
Agfg1	10.06561986	10.09353067	9.814678328	9.670473535	10.03640181	10.02362811
Agfg2	10.33934607	10.05866244	10.13762661	9.628017515	10.30004737	9.983359365
Aggf1	10.00689898	10.10735879	10.04169977	10.1315887	9.9559292	10.03823211
Agk	7.648485684	7.649347468	7.627881097	7.653908393	7.611824648	7.654538758
Agl	10.07856899	10.16854241	10.02953956	10.63993385	10.12218725	10.05279677
Agmat	7.774906137	7.725117546	7.697219528	7.723978731	7.714973875	7.667780735
Agpat1	8.293461659	8.29672651	8.45215728	8.242699387	8.336033192	8.396868955
Agpat2	8.627275876	8.679618446	8.699925451	9.247216446	8.586510916	8.667630318
Agpat3	8.182025663	8.171643871	8.26786543	7.94488807	8.138662035	8.140102138
Agpat4	9.478639159	9.564985552	9.564047624	9.674778014	9.53211826	9.535910824
Agpat5	8.339207118	8.344848303	8.282907906	8.299214433	8.354868634	8.344467028
Agpat6	11.1076884	11.04946106	11.04453472	11.03424487	11.0871187	10.9908117
Agpat9	7.91218185	7.98754426	7.941354894	8.64684466	7.840043284	7.931212746
Agps	10.90330512	10.75456006	10.593606	9.818281373	11.05646834	10.69409492
Agr2	7.821715525	7.870419858	7.804804378	7.875657804	7.907707052	7.783984063
Agr3	7.753565475	7.685728432	7.672659059	7.711831995	7.659969037	7.659913376
Agrn	11.90593963	12.00711373	11.96214087	11.59236816	11.81762097	12.04396494
Agrp	7.792710019	7.82291866	7.729541192	7.797213535	7.789736047	7.755798292
Agt	7.780517041	7.828227405	7.805799323	8.046305073	7.764826715	7.772994913
Agtpbp1	8.392115087	8.375421286	8.20578246	8.100281361	8.340645658	8.338191364
Agtr1a	9.606925729	9.6382009	9.682877626	9.893200981	9.477612081	9.655322665
Agtr1b	7.805452443	7.733567725	7.823931729	7.885431449	7.68286582	7.72793074
Agtr2	7.942900286	7.860911779	7.91346301	7.841635063	7.872628873	7.836033758
Agtrap	8.70353629	8.838698438	9.143999544	9.232212752	8.778793494	8.900999331
Agxt	7.731308472	7.71541431	7.686953727	7.768031862	7.675017905	7.682471405
Agxt2	7.712744648	7.770372239	7.743170324	7.81669079	7.741093471	7.831100982
Agxt2l1	7.723434649	7.69905224	7.663263147	7.721667648	7.668801872	7.705826827
Agxt2l2	8.991050202	8.975165005	9.139931911	9.487443587	8.980557627	8.991050202
Ahctf1	9.87922681	9.765138138	9.873930498	9.988157201	9.977563037	9.98207816
Ahcy	10.01975073	9.809929223	9.836063491	9.193430973	10.08579892	9.96101421
Ahcyl1	10.85954103	10.63339282	10.15027284	10.23528072	10.79081996	10.61213439
Ahdc1	8.255474462	8.406809151	8.414836245	8.596610793	8.159573083	8.499727931
Ahi1	10.06600036	9.857242599	9.745433182	9.13377424	10.04308705	9.893741483
Ahnak	12.76965722	12.9025491	12.85764186	12.84091171	12.89767784	12.93161436
Ahnak2	9.837460321	9.9559292	9.806658452	9.702631687	9.808440741	10.03333236
Ahr	7.710108905	7.672858745	7.707943534	7.717848789	7.611824648	7.723978731
Ahrr	8.108331006	7.997638509	8.016008483	7.998504681	8.000214054	7.952370884
Ahsa1	9.24113628	9.164813648	9.433891022	9.347266064	9.098320871	9.17752415
Ahsa2	8.325542064	8.470651015	8.331493719	8.405214262	8.255604995	8.426790125
Ahsg	7.78501068	7.808564719	7.926725592	7.764538671	7.826511935	7.847261486
Aicda	7.856259484	7.723978731	7.816865596	7.743623677	7.73434267	7.734788207
Aif1	9.57332769	9.757757951	9.79833897	9.877898649	9.58504831	9.582412368
Aifm1	8.886729156	8.872794849	8.832189018	8.873421785	9.051991447	8.918595583
Aifm2	10.05279677	10.0079078	10.21633509	10.72765209	10.0907574	10.02580096
Aifm3	7.869808701	7.92025135	7.903850337	7.871041296	7.908533324	7.931212746
Aig1	8.117339004	8.225288264	8.208915115	8.243248798	8.182588718	8.230662223
Aim1	7.835672046	7.839448575	7.80917236	7.957402409	7.788809518	7.806420985
Aim1l	7.719825582	7.710850085	7.736305093	7.718442098	7.743222552	7.760070653
Aim2	7.776733237	7.81875762	7.83192189	7.81669079	7.818115393	7.784599805
Aip	11.82143838	11.59236816	11.93029837	11.46032139	11.74548533	11.56588577
Aipl1	7.751828638	7.78964628	7.766894179	7.782985588	7.751828638	7.760557272
Aire	7.817425921	7.783637062	7.793366548	7.768031862	7.79515722	7.866110329
Ajap1	7.948682164	7.910422795	7.984742031	7.837127045	7.894016744	7.82199113
Ak1	8.239247872	8.545336733	8.550759905	10.14508796	8.266431138	8.717439388
Ak2	8.785592574	9.059066961	9.102775731	9.401853804	8.777088665	8.906772782
Ak3	10.94500919	10.74069741	10.71545526	10.39511188	11.00354617	10.65338743
Ak5	8.17073268	8.259018126	8.214400446	8.080106682	8.294989562	8.177670635
Ak7	7.732553313	7.761133704	7.715780046	7.761616303	7.747162057	7.695539493
Akap1	8.210733593	8.344848303	8.330237996	8.686269885	8.207592892	8.325033229
Akap10	8.475481916	8.428077627	8.406097829	8.344133202	8.319645749	8.543685681
Akap11	10.9496089	10.75825955	10.41091994	10.19711172	10.98474406	10.78608336
Akap12	11.72491921	11.89504367	11.84646578	12.57076901	11.76555221	11.96974088
Akap13	7.671357988	7.738557176	7.782940501	7.76663861	7.811819791	7.813955378
Akap14	7.776733237	7.761851746	7.764441643	7.738557176	7.716834945	7.75283885
Akap2	8.651190125	8.595322833	8.532331454	8.45049737	8.66015934	8.461306214
Akap3	7.804284021	7.80796721	7.825911687	7.819495984	7.835032935	7.842963277
Akap4	7.672932878	7.720524329	7.677561083	7.673062173	7.70460393	7.678938755
Akap6	7.888291757	7.927013907	7.912316756	8.070316051	7.800019756	7.844548401
Akap7	9.292481542	9.239933209	9.325935612	9.419374836	9.440466985	9.281593606
Akap8	8.688639167	8.51028139	8.685367468	8.727279741	8.682744359	8.820149442
Akap8l	10.04863554	10.10574006	10.03333236	9.878496804	10.09172526	10.19146835
Akap9	10.91070536	10.94500919	10.75070091	11.06717883	10.96601923	10.85630375
Akirin1	10.03560374	9.947493991	10.08724073	10.04395171	10.14484486	10.07310627
Akna	7.924312716	8.021793484	8.093973635	8.034518808	8.027518226	8.011954306
Akp3	7.722796312	7.682054818	7.712149051	7.671885099	7.736891047	7.737523306
Akr1b3	9.167588216	9.315467435	9.397708656	9.819227308	9.311359113	9.298897536
Akr1b7	7.699600251	7.747021855	7.730718234	7.73420142	7.70522844	7.723007034
Akr1b8	9.101909608	9.045956185	8.959178761	8.637164239	8.937473875	9.046707701
Akr1c12	8.17073268	8.221240856	8.092976477	8.166209387	8.049574714	8.123359728
Akr1c13	7.782372498	7.641291265	7.721127662	7.711348887	7.673799425	7.732624311
Akr1c14	7.744348302	7.681183413	7.772165281	7.743170324	7.761133704	7.734154762
Akr1c18	8.174445052	8.509788514	8.31931253	9.171171532	8.122238582	8.466398654
Akr1c19	8.202244133	8.334484288	8.353231008	8.511111602	8.135133321	8.275954373
Akr1c20	7.672137666	7.754825171	7.792418556	7.740120323	7.733462595	7.756376575
Akr1c21	7.818669863	7.798203048	7.842138755	7.805120557	7.908056174	7.825911687
Akr1c6	7.769040314	7.790914755	7.768031862	7.710202175	7.749839118	7.755798292
Akr1d1	7.734641764	7.75674367	7.727341232	7.716415353	7.729445599	7.75283885
Akr1e1	8.731903954	8.541346439	8.7063791	8.744462568	8.735587423	8.593650075
Akr7a5	10.65436043	10.64594112	10.83127643	10.95970998	10.46335998	10.57031168
Akt1	7.757067589	7.760019116	7.735718907	7.671885099	7.741677531	7.819587272
Akt1s1	9.263903442	9.512519941	9.648325288	9.772005749	9.334101604	9.422416171
Akt2	7.819832443	7.798203048	7.799219925	7.851348464	7.742216315	7.760557272
Akt3	10.1934306	10.151236	9.929684826	9.299460388	10.24492824	9.977709763
Aktip	8.758030209	8.47604756	8.668480084	8.378894908	8.809968938	8.68434409
Alad	11.61454433	11.26286873	11.48840665	10.98005042	11.67560933	11.22550676
Alas1	10.45532292	10.53918534	10.65072009	11.13289909	10.53492156	10.53739993
Alas2	12.12896999	10.04666606	12.78387139	11.77008402	12.14780494	10.24198985
Alb	7.725518336	7.718495376	7.766362372	7.799654491	7.765853605	7.812376619
Alcam	8.688169221	8.658940738	8.28714122	8.166919017	8.824705173	8.709279556
Aldh16a1	8.286178216	8.15611156	8.297386942	8.483380128	8.263485455	8.231396249
Aldh18a1	9.427921375	9.450336821	9.667224284	9.756282349	9.45603583	9.531884996
Aldh1a1	7.809039248	7.669219551	7.851348464	8.01380288	7.781085759	7.769664591
Aldh1a2	7.895070081	7.831965509	7.925731322	7.883092861	7.906815994	7.931212746
Aldh1a3	8.60559979	8.691387864	8.588563986	8.847827711	8.694786	8.631953797
Aldh1a7	8.150685349	8.22203552	8.180078414	8.091835762	8.20383128	8.179793781
Aldh1b1	7.843727284	7.774906137	7.825384284	7.778573473	7.813591515	7.814511404
Aldh1l1	7.905880237	7.927013907	8.004945061	7.893924646	7.941438358	7.89036942
Aldh1l2	8.399580972	8.431781779	8.531251001	8.742589803	8.375421286	8.44227488
Aldh2	11.4382074	11.67045194	12.03581727	12.19998681	11.6081429	11.63510748
Aldh3a1	7.814511404	7.809965406	7.892604702	7.810748288	7.719140536	7.832856889
Aldh3a2	10.92589311	10.77538048	10.76996595	10.45379428	10.90330512	10.74220564
Aldh3b1	9.878358042	9.721074524	9.901331471	9.310197217	9.913536102	9.693453894
Aldh3b2	7.640560402	7.602172184	7.664239585	7.709353465	7.615246538	7.615172079
Aldh4a1	9.15272709	9.353086192	9.370209423	9.741884288	9.193430973	9.333492036
Aldh5a1	8.07910911	8.268321649	8.181254835	8.387246923	8.114587543	8.240900791
Aldh6a1	9.210664271	8.854380605	9.299527824	9.490334336	9.37683617	9.163005181
Aldh7a1	7.779233333	7.760557272	7.808564719	7.796224874	7.81923003	7.817425921
Aldh8a1	7.882607451	7.874278492	7.909230777	7.851800338	7.849439667	7.853195363
Aldh9a1	7.762664334	7.678750376	7.714300155	7.740120323	7.69564463	7.719825582
Aldoa	11.398168	11.67787923	11.46970247	12.84440502	11.42770185	11.71912668
Aldob	7.874278492	7.767258283	7.866558192	7.808612342	7.800019756	7.800258939
Aldoc	8.140066905	8.113871241	8.18278932	8.011699408	8.261511257	8.172546823
Alg1	9.475538815	9.442777777	9.451833234	9.096752469	9.469969717	9.385078295
Alg10b	8.294196448	8.288114061	8.184493112	8.255023048	8.418907043	8.296776154
Alg11	8.07973129	8.094509975	7.962331461	8.064628351	8.02525524	8.042884295
Alg12	9.020281329	8.932100644	8.956919205	8.950698164	9.112206736	8.906301995
Alg13	7.91218185	7.83384403	8.020766557	7.834259623	7.838901821	7.887058445
Alg14	10.971271	10.94836773	10.8913539	10.45216335	10.98005042	11.0105675
Alg2	9.082013311	9.124349692	9.184019231	9.248740454	9.087682501	9.029797542
Alg3	8.534681974	8.385784082	8.318305458	8.375319418	8.441278886	8.391660226
Alg5	10.8071355	10.80525213	10.79345648	10.57831044	10.75354926	10.88080968
Alg6	11.74021552	11.57447542	11.22472946	10.63593077	11.77493312	11.45336597
Alg8	9.165296566	9.094433814	8.875983168	8.884037301	9.082574957	9.039091401
Alg9	9.045688449	9.073322412	8.88731655	9.049108277	9.036865547	9.071022171
Alk	7.915559371	7.938795707	7.935446601	7.892215323	7.918045904	7.96501534
Alkbh2	7.995428278	8.140620767	8.127224084	8.168190652	8.018349768	8.078254753
Alkbh3	10.89827477	10.74307957	10.83067899	10.94055418	10.93121716	10.74307957
Alkbh4	8.19476611	8.295021566	8.242512985	8.289447574	8.161986993	8.235666222
Alkbh5	7.922719569	7.957928803	7.9019824	7.920794521	7.812376619	7.898719295
Alkbh6	8.392578909	8.42497515	8.560143759	8.436854823	8.447180114	8.324623063
Alkbh7	9.35727293	9.206287121	9.478339636	9.48849457	9.318269962	9.245445643
Alkbh8	7.997680789	7.983918977	8.006213894	7.983938699	8.071489707	8.057310493
Allc	7.672932878	7.693424237	7.729023792	7.749100682	7.747162057	7.655547194
Alms1	8.257079357	8.319746828	8.186746326	8.330006958	8.324438202	8.271333087
Alox12	8.451039695	8.215331794	8.377593843	8.472165931	8.530540534	8.226673299
Alox12b	7.905435348	7.910422795	7.963468525	7.885431449	7.908533324	7.94291857
Alox12e	7.743583168	7.704829463	7.778613285	7.719075054	7.74764399	7.638379555
Alox15	7.82907132	7.810698759	7.778043615	7.764538671	7.797872957	7.744541408
Alox5	8.072425104	8.095353275	8.126176007	8.264416828	8.0648879	8.034141639
Alox5ap	10.0693117	9.933412682	9.892459412	10.40525774	10.04747005	9.865153581
Alox8	7.704474001	7.788896669	7.851936948	7.713487096	7.701468858	7.771229503
Aloxe3	7.676997077	7.668753066	7.754955524	7.707168508	7.703615327	7.693584886
Alpi	7.700868701	7.838179519	7.765297882	7.796224874	7.764826715	7.780139998
Alpk1	7.852215713	7.776047673	7.773192184	7.8376323	7.816585676	7.773379336
Alpk2	7.92194954	7.828227405	7.837035049	7.917194653	7.770995796	7.778043615
Alpk3	7.862262905	8.107585121	7.916552397	8.977950783	7.875969008	7.996888523
Als2	10.17731532	9.969568449	9.955463907	9.171763897	10.13662084	10.03657612
Als2cl	7.815086773	7.736201156	7.850862093	7.761987452	7.81298765	7.743805778
Als2cr11	7.701670526	7.714775631	7.674962571	7.722204748	7.736305093	7.763150284
Als2cr12	7.766362372	7.758815252	7.647497307	7.697653051	7.721596143	7.708608891
Alx1	7.744916246	7.81875762	7.737523306	7.746058647	7.746690901	7.782372498
Alx3	8.10581418	7.982857963	8.018181682	7.983590303	8.096842984	8.130100794
Alx4	7.830091061	7.74638303	7.823379226	7.806527278	7.72875116	7.754330673
Amacr	7.786194768	7.871959022	7.790078476	7.813078382	7.794344261	7.82199113
Ambn	7.770372239	7.77543714	7.907266183	7.856541956	7.777532936	7.855233943
Ambp	7.805452443	7.782372498	7.694919193	7.800777112	7.835986347	7.78861352
Ambra1	9.257616746	9.18085537	9.224962913	9.229943797	9.270907626	9.259920132
Amd2	8.320370799	8.219085297	8.138115004	8.131819284	8.411579845	8.247830225
Amdhd1	7.989341049	8.007792874	8.08713278	8.02439231	8.145619756	8.155847044
Amdhd2	9.502193518	9.394876947	9.700279076	9.147934025	9.430760076	9.465664576
Amelx	7.729445599	7.650875338	7.671531888	7.756316419	7.74279993	7.696563375
Amfr	11.82583489	11.71514941	11.82016303	11.41743711	11.69528449	11.71376059
Amh	7.698905391	7.768506964	7.76290396	7.712939129	7.774996843	7.710202175
Amhr2	7.908215942	7.973272705	7.87517871	8.018666207	7.824672188	7.896616889
Amica1	7.926748004	7.915207797	7.932838124	7.905697868	7.877721671	8.009503342
Amigo1	7.871378322	7.779142937	7.993997273	7.932472183	7.894016744	7.874691143
Amigo2	8.854188669	8.986271186	9.174499835	9.555435671	8.904458109	9.047297203
Amigo3	8.257474061	8.309250698	8.295954218	8.186746326	8.198293357	8.217779681
Ammecr1l	9.694288693	9.982904933	9.693453894	9.640364486	9.807762642	9.925078528
Amn	7.751828638	7.932450195	7.92142498	8.000214054	7.774374832	7.885786463
